,Department,Course,Credit Hours,Lecture Hours,Lab Hours,Grade Mode,Description
99,Agriculture (AG),AG 3304. Propagation of Horticultural Plants.,3,2,2,Standard Letter,"Principles and practices of propagating ornamental plants, vegetables, and fruits by sexual and asexual methods including germination of seed, layerage, graftage, division, cuttage, bulbs, corms, and other vegetative plant structures. Study of physical, physiological and environmental factors affecting propagation of ornamental plants."
100,Agriculture (AG),AG 3305. Woody Plant Materials for Outdoor Landscapes.,3,2,2,Standard Letter,"Study of woody plant material including fruit and ornamental trees, shrubs, and ground covers and their identification, nomenclature, and use in the planting and development of home landscapes."
101,Agriculture (AG),AG 3306. Flowers and Plants for Interior Design.,3,2,2,Standard Letter,"Study of flowers, cut flowers, foliage and blooming pot plants to enhance the interior design of homes and businesses including their identification, cultural requirements, uses, diagnoses and corrective measures of disorders. Basic principles of flower arrangement and the preparation of floral and plant decoration as used in interior design. (WI)."
102,Agriculture (AG),AG 3308. Organic Gardening.,3,2,2,Standard Letter,"This course introduces the principles and practices of basic gardening using organic methods. Topics include an overview of soil preparation, warm and cool season crops, propagation of plants, and weed, insect, and disease identification and management."
103,Agriculture (AG),AG 3310. Agriculture Power and Machinery Technology.,3,2,2,Standard Letter,"This course covers the principles of 2 stroke and 4-stroke cycle engines, ignition, and combustion types including injection systems. Components including power and power transmissions and hydraulic systems will also be addressed. Prerequisites: AG 2373 and [MATH 1315 or MATH 1319 or MATH 2321 or MATH 2417 or MATH 2471] both with grades of ""D"" or better."
104,Agriculture (AG),AG 3314. Animal Health and Disease Control.,3,3,0,Standard Letter,"A course designed to enable the animal science student to understand basic veterinary principles as applied to prevention of disease in domestic livestock. Common diseases of livestock are considered, with emphasis on sanitation and modern preventative methods concerned with keeping livestock healthy. Prerequisite: AG 1445 with a grade of ""D"" or better."
105,Agriculture (AG),AG 3317. Farm Management.,3,2,2,Standard Letter,"Tools and techniques which are basic to the study of farm organization and decision making, the wise allocation of factors of production, the keeping of records, and income tax management. Prerequisites: AG 2383 and AG 2390 and [MATH 1315 or MATH 1319 or MATH 2321 or MATH 2417 or MATH 2471] all with grades of ""D"" or better."
106,Agriculture (AG),AG 3318. Agricultural Business Management.,3,3,0,Standard Letter,"This course introduces institutions and functions of agribusiness. The institutional structure of agribusiness such as feed, farm machinery and equipment, farm chemicals, financial institutions and private and public agri-services will be delineated. Various agribusiness functions such as organizational behavior and financial, market and human resource management will be discussed. Prerequisite: AG 2383 and AG 2390 and [MATH 1315 or MATH 1319 or MATH 2321 or MATH 2417 or MATH 2471] all with grades of ""D"" or better."
107,Agriculture (AG),AG 3319. International Food and Fiber Systems.,3,3,0,Standard Letter,"This course presents the food and fiber system from an international perspective. Analysis of food production and consumption patterns under different world economic systems, causes of surpluses and shortages throughout the world; the role of trade in solving food and agricultural problems. Global outlook and situation for food and fiber. (MULT)."
108,Agriculture (AG),AG 3321. Range Management.,3,3,0,Standard Letter,"Practical problems met in managing native pastures and rangelands. Attention to determining range condition and proper stocking rates, methods of handling livestock on the range, range reseeding, brush control, and poisonous plants. The ecological and physiological response of range vegetation to grazing. Prerequisite: AG 1445 with a grade of ""D"" or better."
109,Agriculture (AG),AG 3325. Animal Nutrition.,3,3,0,Standard Letter,"Principles of animal nutrition with emphasis on digestion, absorption, metabolism, and function of nutrients; estimation of feedstuff nutritive value; and requirements of animals. (WI) Prerequisites: BIO 1130 and BIO 1330 and CHEM 1141 and CHEM 1341 all with grades of ""D"" or better."
110,Agriculture (AG),AG 3329. Economic Entomology.,3,2,2,Standard Letter,"A study of the most common insects of field crops, fruits, and vegetables; life history, methods of attack, damage, and means of preventing and controlling. Collection and mounts of insects will be made."
